TotalCharges,AvgMonthlyCharge,Tenure,MonthlyCharges,Contract,InternetService_Fiber optic,TotalServicesSubscribed,PaymentMethod_Electronic check,Churn
-0.40279806968610266,-0.7464646972420429,-0.6086956521739131,-0.7451701931922723,0.0,0,-0.3333333333333333,1,0
0.14608698218739397,-0.2722021076934237,0.10869565217391304,-0.24655013799448008,1.0,0,0.0,0,0
-0.3796874308230398,-0.29983037082800185,-0.5869565217391305,-0.3035878564857405,0.0,0,0.0,0,1
0.13169817446613835,-0.5426343315583044,0.34782608695652173,-0.516099356025759,1.0,0,0.3333333333333333,0,0
-0.3668481870102271,0.10117258477593598,-0.5869565217391305,0.006439742410303745,0.0,1,-0.6666666666666666,1,1
-0.16943374507460043,0.5941296664062939,-0.45652173913043476,0.5390984360625578,0.0,1,0.3333333333333333,1,1
0.16376676849515212,0.3368718141669652,-0.15217391304347827,0.344986200551978,0.0,1,0.0,0,0
-0.322501143725742,-0.7401961452923722,-0.41304347826086957,-0.7470101195952161,0.0,0,-0.3333333333333333,0,0
0.48744853234161256,0.708899477837766,-0.021739130434782608,0.6338546458141675,0.0,1,0.6666666666666666,1,1
0.6178775401779785,-0.2595962589309216,0.717391304347826,-0.26126954921803125,1.0,0,0.0,0,0
-0.23821962485795664,-0.4636707472953579,-0.34782608695652173,-0.37534498620055184,0.0,0,-0.3333333333333333,0,0
-0.31515178347426986,-0.920232644670416,-0.2826086956521739,-0.9457221711131554,2.0,0,-0.6666666666666666,0,0
1.2651967946163725,0.5090893844420107,0.6304347826086957,0.5519779208831648,1.0,1,0.3333333333333333,0,0
1.074880831156565,0.5981697970521276,0.43478260869565216,0.613615455381785,0.0,1,0.6666666666666666,0,1
0.3811927214769559,0.6840926053428189,-0.08695652173913043,0.6467341306347748,0.0,1,1.0,1,0
1.9186847891855197,0.8127908399405516,0.8695652173913043,0.7893284268629257,2.0,1,1.3333333333333333,0,0
-0.10967960921474003,-0.9341135162105524,0.5,-0.9144434222631095,1.0,0,-0.6666666666666666,0,0
1.767299774206402,0.620178304246035,0.9130434782608695,0.6688132474701014,2.0,1,0.6666666666666666,0,0
-0.2556632871415711,-0.32269214852680106,-0.41304347826086957,-0.27874885004599803,0.0,0,0.0,0,1
0.13823585838461658,0.33872348726643514,-0.17391304347826086,0.3624655013799449,0.0,1,0.3333333333333333,1,0
-0.39990555039034253,-0.5657829057515331,-0.6086956521739131,-0.5648574057037719,0.0,0,0.0,1,1
-0.35191334248313927,-0.9860678042398746,-0.3695652173913043,-0.9300827966881325,1.0,0,-0.6666666666666666,0,0
-0.4056610734788448,-0.9253027969826497,-0.6086956521739131,-0.9236430542778289,0.0,0,-0.6666666666666666,0,1
0.6229394489455587,-0.18261289965958963,0.6304347826086957,-0.19227230910763562,2.0,0,0.0,0,0
0.4650905388055077,-0.17919084688663411,0.43478260869565216,-0.19779208831646722,0.0,0,0.3333333333333333,0,0
0.04015584185593482,-0.35615515378754353,0.021739130434782608,-0.27690892364305425,0.0,0,0.0,0,0
0.9901270642404922,0.5661653737209276,0.391304347826087,0.5335786568537259,0.0,1,0.3333333333333333,1,1
-0.4026947654255398,-0.7400117761173818,-0.6086956521739131,-0.7387304507819686,0.0,0,-0.3333333333333333,1,1
1.4683667596405012,0.3342075399147378,0.9347826086956522,0.3661453541858327,2.0,0,1.3333333333333333,0,0
-0.08897448384764099,-0.11131288940040358,-0.2608695652173913,-0.1039558417663292,0.0,0,0.0,0,1
1.5856908841368929,0.4604003417509059,0.9130434782608695,0.4783808647654094,2.0,1,0.6666666666666666,0,0
-0.3579935361048391,0.3777263472614103,-0.5869565217391305,0.46274149034038653,0.0,1,0.3333333333333333,0,0
0.14164489898319096,-0.016840758437773037,-0.043478260869565216,-0.07727690892364285,1.0,0,0.6666666666666666,0,0
-0.4056463157273358,-0.924380951107698,-0.6086956521739131,-0.9227230910763569,0.0,0,-0.6666666666666666,0,0
-0.39825268222133675,-0.46253616775695594,-0.6086956521739131,-0.4618215271389144,0.0,0,-0.6666666666666666,0,0
1.7287672850164548,0.5601237963525244,0.9347826086956522,0.5436982520699175,2.0,1,0.6666666666666666,0,0
-0.318073818273048,-0.1282748534995127,-0.5217391304347826,-0.011959521619135079,0.0,1,-0.6666666666666666,1,1
0.6356901462493175,0.1253610189295569,0.3695652173913043,0.08187672493100281,0.0,1,-0.3333333333333333,0,0
0.6359705435279881,0.6278177105129804,0.10869565217391304,0.6623735050597976,0.0,1,0.6666666666666666,1,1
-0.08534407697643184,0.5559359157236411,-0.391304347826087,0.5059797608095676,0.0,1,0.3333333333333333,0,1
-0.2712031994805271,-0.4197625191592026,-0.41304347826086957,-0.38270469181232747,1.0,0,-0.3333333333333333,0,0
1.0264901639586195,-0.013505042068040695,0.8913043478260869,-0.02115915363385449,2.0,0,0.3333333333333333,0,0
-0.2881598559643453,-0.8432042878840207,-0.2608695652173913,-0.9126034958601655,1.0,0,-0.6666666666666666,0,0
1.0232729741296616,0.12589414994626447,0.7391304347826086,0.17479300827966884,2.0,0,1.0,0,0
-0.1219285429671935,0.09510967536760051,-0.34782608695652173,0.10763569457221728,0.0,0,0.6666666666666666,1,0
